,INSTNM,MD_FAMINC,RPY_3YR_RT,SAT_AVG,ACTCMMID
1561,Eastern Nazarene College,46131,0.6153846154,986.0,23.0
1562,Emerson College,93112,0.78003003,1232.0,28.0
1563,Emmanuel College,86708,0.7144495413,1122.0,25.0
1564,Endicott College,98646,0.8349007315,,
1565,Episcopal Divinity School,PrivacySuppressed,PrivacySuppressed,,
1566,Rob Roy Academy-Fall River,9257,0.2655367232,,
1567,Fisher College,29242,0.440851735,,
1568,Fitchburg State University,56249,0.6566455696,990.0,21.0
1569,Framingham State University,55277,0.7062115277,995.0,23.0
1570,Benjamin Franklin Institute of Technology,22015,0.4791666667,,
1571,Gordon College,82787,0.826546003,1074.0,26.0
1572,Gordon-Conwell Theological Seminary,PrivacySuppressed,PrivacySuppressed,,
1573,Greenfield Community College,23545.5,0.5199501247,,
1574,Hampshire College,60321.5,0.7339130435,,
1575,Harvard University,33066,0.7071428571,1506.0,34.0
1576,Hebrew College,PrivacySuppressed,PrivacySuppressed,,
1577,Hellenic College-Holy Cross Greek Orthodox School of Theology,71319,0.6060606061,,
1578,College of the Holy Cross,106778,0.8692206077,,
1579,Holyoke Community College,22723,0.4856396867,,
1580,Lasell College,73146.5,0.6706652126,966.0,21.0
1581,Lawrence Memorial Hospital School of Nursing,35123,0.7025862069,,
1582,Lesley University,51995,0.630537229,1064.0,24.0
1583,Longy School of Music of Bard College,62890,0.7905660377,,
1584,Lowell Academy Hairstyling Institute,18713,0.3795620438,,
1585,University of Massachusetts-Lowell,53801,0.6378326996,1172.0,27.0
1586,Mansfield Beauty Schools-Springfield,1294.5,PrivacySuppressed,,
1587,Mansfield Beauty Schools-Quincy,2652,0.4626865672,,
1588,University of Massachusetts-Amherst,74291,0.7731751008,1234.0,28.0
1589,University of Massachusetts-Boston,31247,0.6023316062,1073.0,24.0
1590,Massachusetts Bay Community College,26617.5,0.571969697,,
1591,MCPHS University,50594,0.8269570335,1074.0,24.0
1592,Massachusetts College of Art and Design,68352,0.6788124157,1069.0,24.0
1593,Massachusetts Institute of Technology,53870,0.9182282794,1519.0,34.0
1594,Massachusetts Maritime Academy,108367,0.8474264706,1052.0,23.0
1595,University of Massachusetts Medical School Worcester,30811.5,PrivacySuppressed,,
1596,William James College,PrivacySuppressed,,,
1597,Massachusetts School of Barbering,14491,0.3684210526,,
1598,Massasoit Community College,27061,0.4957746479,,
1599,Merrimack College,102956.5,0.7818371608,,
1600,MGH Institute of Health Professions,31881,0.8664259928,,
1601,Middlesex Community College,27308.5,0.5676788471,,
1602,Montserrat College of Art,52409,0.5857740586,,
1603,Mount Holyoke College,68909,0.7973568282,,
1604,Mount Ida College,58834,0.5679156909,,
1605,Mount Wachusett Community College,27199,0.5566228514,,
1606,School of the Museum of Fine Arts at Tufts University,67575,0.6007604563,,
1607,Rob Roy Academy-New Bedford,8852,0.25,,
1608,The New England Conservatory of Music,90092,0.7876106195,,
1609,New England College of Optometry,,,,
1610,New England Law-Boston,,PrivacySuppressed,,
1611,New England School of Photography,47898.5,0.6666666667,,
1612,Newbury College,32612,0.4482225657,,
1613,Nichols College,68677,0.6734693878,,
1614,Massachusetts College of Liberal Arts,45534,0.5977900552,1015.0,23.0
1615,North Bennet Street School,25361,0.7525773196,,
1616,North Shore Community College,24338.5,0.5301327886,,
1617,The New England Institute of Art,PrivacySuppressed,0.4548551959,,
1618,Northeastern University,80224.5,0.7869451697,1434.0,33.0
1619,Northern Essex Community College,24448.5,0.502997003,,
1620,College of Our Lady of the Elms,35491,0.5949367089,954.0,21.0
1621,Pine Manor College,26085,0.337254902,,
1622,Pope St John XXIII National Seminary,,,,
1623,Quincy College,24935.5,0.4587345254,,
1624,Quinsigamond Community College,25169,0.5208089097,,
1625,Regis College,53979,0.6481835564,,
1626,Roxbury Community College,13620,,,
1627,Saint John's Seminary,,,,
1628,Salem State University,43677,0.6128834356,992.0,22.0
1629,Salter College-West Boylston,14198.5,0.3343949045,,
1630,Simmons College,62454,0.7726763718,1179.0,27.0
1631,Bard College at Simon's Rock,81454,0.6888888889,,
1632,Smith College,70695,0.8236607143,,
1633,Southeastern Technical Institute,30478.5,0.612716763,,
1634,Springfield College,46944.5,0.5502502888,1045.0,26.0
1635,Springfield Technical Community College,20001,0.5201525054,,
1636,University of Massachusetts-Dartmouth,49153.5,0.6647504573,1025.0,23.0
1637,Stonehill College,111481,0.860373648,,
1638,Suffolk University,62281,0.6998027613,1020.0,23.0
1639,Rob Roy Academy-Taunton,23770,0.3333333333,,
1640,Tufts University,85929.5,0.9137214137,1445.0,33.0
1641,Wellesley College,59989.5,0.8956043956,1403.0,32.0
1642,Wentworth Institute of Technology,82446,0.8259404829,1117.0,25.0
1643,Western New England University,83848.5,0.7529673591,1096.0,25.0
1644,Westfield State University,63176,0.7166332665,992.0,22.0
1645,Wheaton College,84390,0.8049242424,,
1646,Wheelock College,54949,0.6636363636,903.0,19.0
1647,Williams College,52356,0.8100775194,1439.0,33.0
1648,Worcester Polytechnic Institute,114021,0.9167303285,,
1649,Worcester State University,54212,0.6552217454,1016.0,24.0
1650,Adrian College,68386,0.6191425723,1003.0,22.0
1651,Albion College,54587.5,0.753894081,1067.0,23.0
1652,Hillsdale Beauty College,23318.5,0.5813953488,,
1653,Northwestern Technological Institute,14242,0.2751235585,,
1654,Alma College,70073,0.7362962963,1087.0,24.0
1655,Alpena Community College,25707,0.4300225734,,
1656,Andrews University,55290,0.500618047,1127.0,25.0
1657,Aquinas College,65630,0.6195876289,1090.0,24.0
1658,Baker College,23085,0.3248336319,,
1659,Bay de Noc Community College,25500,0.4303675048,,
1660,Bayshire Academy of Beauty Craft Inc,12962,,,
1661,Cadillac Institute of Cosmetology,9285.5,,,
1662,Calvin College,82351,0.8343904158,1180.0,26.0
1663,Calvin Theological Seminary,,,,
1664,Carnegie Institute,20808,0.6237288136,,
1665,Michigan School of Professional Psychology,,,,
1666,Central Michigan University,57838,0.5579649708,1049.0,23.0
1667,Mott Community College,21433.5,0.240427303,,
1668,Empire Beauty School-Michigan,10876,0.2742574257,,
1669,Cleary University,46773.5,0.4702970297,990.0,21.0
1670,Concordia University-Ann Arbor,58748,0.532168726,1010.0,22.0
1671,Cranbrook Academy of Art,,,,
1672,College for Creative Studies,61518.5,0.5641025641,1050.0,23.0
1673,Davenport University,34920.5,0.3550556303,,
1674,David Pressley School of Cosmetology,18353,0.3878787879,,
1675,Delta College,22628,0.3686141688,,
1676,Detroit Business Institute-Downriver,20376,0.4135338346,,
1677,Michigan State University-College of Law,,PrivacySuppressed,,
1678,MIAT College of Technology,23827,0.424137931,,
1679,University of Detroit Mercy,43983,0.6933962264,1125.0,25.0
1680,Dorsey Business Schools-Madison Heights,11499,0.2051093098,,
1681,Dorsey Business Schools-Southgate,11499,0.2051093098,,
1682,Eastern Michigan University,36983,0.438433589,1030.0,22.0
1683,Creative Hair School of Cosmetology,8697,,,
1684,Ferris State University,41668.5,0.5891971586,1030.0,22.0
1685,Flint Institute of Barbering Inc,6876,0.2258064516,,
1686,Glen Oaks Community College,31707,0.3888024883,,
1687,Kettering University,88308,0.8643815201,1226.0,27.0
1688,Gogebic Community College,33977,0.5506445672,,
1689,Grace Bible College,25000,0.4645669291,,
1690,Cornerstone University,49808,0.6019273536,1009.0,22.0
1691,Grand Rapids Community College,29713,0.3652671756,,
1692,Grand Valley State University,63788,0.635198852,1089.0,24.0
1693,Great Lakes Christian College,33970,0.3618421053,,
1694,Henry Ford College,16847,0.1944204322,,
1695,Hope College,92618,0.8070175439,1179.0,26.0
1696,Jackson College,18839.5,0.3278399058,,
1697,Kalamazoo College,80869,0.8250591017,,
1698,Kalamazoo Valley Community College,24674,0.2897691828,,
1699,Kellogg Community College,23900,0.2704142012,,
1700,Kirtland Community College,21327,0.4271229404,,
1701,Michigan College of Beauty-Monroe,14118,0.3928571429,,
1702,Lake Michigan College,21778,0.2937595129,,
1703,Lake Superior State University,49053,0.6193745233,1048.0,23.0
1704,Lansing Community College,26379,0.3053136315,,
1705,Lawrence Technological University,63637,0.6372881356,1164.0,26.0
1706,M J Murphy Beauty College of Mount Pleasant,13241.5,0.2619047619,,
1707,Macomb Community College,21000,0.4879827167,,
1708,Madonna University,30676.5,0.4832419257,970.0,21.0
1709,Marygrove College,17164,0.2835472579,849.0,18.0
1710,Rochester College,32020,0.4653739612,989.0,21.0
1711,University of Michigan-Ann Arbor,65045,0.7910162472,1386.0,31.0
1712,Michigan Barber School Inc,9836,,,
1713,Michigan State University,70982,0.6727805046,1194.0,27.0
1714,Michigan Technological University,77439,0.8030372757,1242.0,28.0
1715,University of Michigan-Dearborn,25334,0.4680379747,1125.0,25.0
1716,University of Michigan-Flint,32758,0.4095394737,1050.0,23.0
1717,Mid Michigan Community College,24224,0.3522917364,,
1718,Monroe County Community College,26854,0.3378702962,,
1719,Montcalm Community College,24720,0.4593908629,,
1720,Mr Bela's School of Cosmetology Inc,13070,0.3955223881,,
1721,Muskegon Community College,25197,0.3507925569,,
1722,Altierus Career Education-Southfield,13632,0.178956229,,
1723,North Central Michigan College,26695.5,0.4345991561,,
1724,Northern Michigan University,55241.5,0.5671675264,1024.0,22.0
1725,Paul Mitchell the School-Escanaba,23471,0.3719512195,,
1726,Northwestern Michigan College,30828,0.4320570571,,
1727,Northwood University,42219,0.5447641886,1026.0,22.0
1728,Oakland Community College,21504,0.2048988718,,
1729,Oakland University,45384.5,0.5264081931,1082.0,24.0
1730,Olivet College,48628,0.552957359,972.0,21.0
1731,Port Huron Cosmetology College,15469.5,0.3191489362,,
1732,Kuyper College,63801,0.6844660194,1078.0,24.0
1733,Ross Medical Education Center-Lansing,16513,0.3177172061,,
1734,Ross Medical Education Center-Madison Heights,15505.5,0.3016591252,,
1735,Ross Medical Education Center-Flint,16094,0.2767894084,,
1736,Sacred Heart Major Seminary,21622,PrivacySuppressed,,
1737,Saginaw Valley State University,52670.5,0.4904401956,1050.0,23.0
1738,Schoolcraft College,21237,0.2994841162,,
1739,Siena Heights University,38665,0.5288350634,,
1740,St Clair County Community College,26000,0.4111041797,,
1741,Southwestern Michigan College,29285.5,0.2943820225,,
1742,Specs Howard School of Media Arts,22124,0.328440367,,
1743,Spring Arbor University,52494,0.5755813953,1029.0,22.0
1744,Michigan Career and Technical Institute,21175,,,
1745,Finlandia University,39797.5,0.5250596659,877.0,19.0
1746,Western Michigan University-Thomas M. Cooley Law School,,PrivacySuppressed,,
1747,Twin City Beauty College,27664.5,0.3959731544,,
1748,Walsh College of Accountancy and Business Administration,28076,0.6682316119,,
1749,Washtenaw Community College,21966,0.3183791606,,
1750,Wayne County Community College District,10130,0.1745424094,,
1751,Wayne State University,28605.5,0.3829056375,1086.0,24.0
1752,West Shore Community College,22000,0.3798076923,,
1753,Paul Mitchell the School-Grand Rapids,29538,,,
1754,Western Michigan University,51033.5,0.5560807907,1030.0,22.0
1755,Western Theological Seminary,PrivacySuppressed,PrivacySuppressed,,
1756,Wright Beauty Academy,12601,,,
1757,Academy College,24907,0.4142857143,,
1758,Alexandria Technical & Community College,49167.5,0.6855506047,,
1759,American Indian OIC Inc,10950.5,,,
1760,Anoka Technical College,30099,0.4787806336,,
1761,Anoka-Ramsey Community College,38207,0.4837640822,,
1762,Augsburg University,41360,0.6421471173,1031.0,22.0
1763,Riverland Community College,31963,0.4734191382,,
1764,Northwest Technical College,32000,0.5115712546,,
1765,Bemidji State University,57931,0.6755239521,1030.0,22.0
1766,Bethany Lutheran College,70558,0.7452574526,1080.0,24.0
1767,Bethel University,77425.5,0.7902869757,1125.0,25.0
1768,Bethel Seminary-St Paul,77425.5,0.7902869757,,
1769,Central Lakes College-Brainerd,30463.5,0.4966442953,,
1770,Carleton College,78779,0.9233576642,1413.0,32.0
1771,Concordia College at Moorhead,87417,0.8486352357,,
1772,Concordia University-Saint Paul,42756,0.6112149533,,
1773,Dakota County Technical College,39514,0.521,,
1774,Martin Luther College,60923.5,0.898089172,1109.0,24.0
1775,Lake Superior College,31563,0.4679883003,,
1776,Cosmetology Careers Unlimited College of Hair Skin and Nails,14779,0.298245614,,
1777,Duluth Business University,19920.5,0.3633633634,,
1778,Minnesota State Community and Technical College,32398.5,0.516588733,,
1779,Minnesota West Community and Technical College,31859,0.5202583676,,
1780,Gustavus Adolphus College,78419.5,0.8328298087,,
1781,Hamline University,60017,0.7097288676,1104.0,24.0
1782,Hazelden Betty Ford Graduate School of Addiction Studies,PrivacySuppressed,PrivacySuppressed,,
1783,Hennepin Technical College,26337,0.4510516749,,
1784,Cosmetology Careers Unlimited College of Hair Skin and Nails,16549,0.3181818182,,
1785,Hibbing Community College,29958.5,0.446728972,,
1786,Aveda Institute-Minneapolis,41906,0.6092105263,,
1787,Inver Hills Community College,34983,0.4713481285,,
1788,Itasca Community College,33071.5,0.5030229746,,
1789,The Art Institutes International-Minnesota,22881.5,0.4384759525,,
1790,Luther Seminary,,PrivacySuppressed,,
1791,Macalester College,88991.5,0.8873786408,1378.0,31.0
1792,South Central College,31916.5,0.5098296199,,
1793,Minnesota State University-Mankato,68513,0.6992517115,1029.0,22.0
1794,Mayo Clinic School of Medicine,37211,PrivacySuppressed,,
1795,Mayo Clinic School of Health Sciences,37211,PrivacySuppressed,,
1796,Argosy University-Twin Cities,15000,0.2683174504,,
1797,Mesabi Range College,22694,0.3982202447,,
1798,Metropolitan State University,28315,0.5674771358,,
1799,University of Minnesota-Twin Cities,76028.5,0.7469647492,1288.0,29.0
1800,University of Minnesota-Crookston,51028,0.7010752688,1026.0,22.0
1801,Minneapolis Business College,31528.5,0.766004415,,
1802,Minneapolis College of Art and Design,52219,0.6632911392,1069.0,23.0
1803,Minneapolis Community and Technical College,19886.5,0.3077040195,,
1804,Herzing University-Minneapolis,18321,0.3041105434,,
1805,Minnesota School of Cosmetology-Woodbury Campus,23941,0.4779005525,,
1806,University of Minnesota-Duluth,83308.5,0.7529043789,1110.0,24.0
1807,University of Minnesota-Morris,60191,0.7281976744,1145.0,25.0
1808,Model College of Hair Design,43665,0.6161616162,,
1809,Minnesota State University Moorhead,64366,0.6639955789,1049.0,23.0
1810,North Hennepin Community College,29576,0.4334582943,,
1811,National American University-Roseville,17982,0.2421296296,,
1812,Sanford-Brown College-Mendota Heights,,0.3651315789,,
1813,Normandale Community College,30952,0.4898917705,,
1814,North Central University,59157,0.6818181818,1029.0,22.0
1815,Northland Community and Technical College,34571,0.544863987,,
1816,University of Northwestern-St Paul,69363,0.7639215686,1104.0,24.0
1817,Northwestern Health Sciences University,28697,0.6038961039,,
1818,Oak Hills Christian College,32609.5,0.54,874.0,19.0
1819,Pine Technical & Community College,21078,0.399688958,,
1820,Rainy River Community College,25306.5,0.3452380952,,
1821,Rochester Community and Technical College,32106,0.5068065797,,
1822,College of Saint Benedict,86620.5,0.8978007762,1134.0,25.0
1823,St Cloud Technical and Community College,33412.5,0.524024024,,
1824,Saint Cloud State University,51641,0.6621996303,991.0,21.0
1825,Saint Johns University,98568,0.8587731812,1134.0,25.0
1826,Saint Mary's University of Minnesota,54772.5,0.693877551,1065.0,23.0
1827,St Olaf College,90436,0.8898776418,1279.0,29.0
1828,Crown College,50787,0.6275071633,1006.0,22.0
1829,The College of Saint Scholastica,58385,0.7189988623,1086.0,24.0
1830,University of St Thomas,94928.5,0.7940258582,1204.0,27.0
1831,Empire Beauty School-Bloomington,14725,0.2255125285,,
1832,St Catherine University,41238,0.6588337685,1032.0,22.0
1833,Rasmussen College-Minnesota,25123.5,0.3513632366,,
1834,Saint Paul College,19971,0.3017739685,,
1835,Southwest Minnesota State University,51571.5,0.6593557231,967.0,21.0
1836,Summit Academy Opportunities Industrialization Center,7656,,,
1837,United Theological Seminary of the Twin Cities,,,,
1838,Vermilion Community College,42975.5,0.6193415638,,
1839,Dunwoody College of Technology,34196.5,0.5997993982,,
1840,Ridgewater College,37533.5,0.5834940224,,
1841,Minnesota State College Southeast,32210,0.4953012714,,
1842,Winona State University,74955,0.7536572623,1049.0,23.0
1843,Mitchell Hamline School of Law,PrivacySuppressed,PrivacySuppressed,,
